BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Personnel Services,18373876,0,17428299.28,17428299.28
2022,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Contractual & Other Services,23591985.53,556164,22747880.17,23304044.17
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.18,Fire Inspection for New Construction,Contractual & Other Services,18000,0,9833.58,9833.58
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.50,Records Management,Contractual & Other Services,280178,17976.37,162445.18,180421.55
2022,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Personnel Services,7234652,0,6349120.62,6349120.62
2023,GNFD,General Fund,0001PBW,Public Works GF,2.31,Pavement Management,Personnel Services,763393,0,740531.9,740531.9
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Supplies & Materials,7715978.81,62208.16,8486247.11,8548455.27
2022,GNFD,General Fund,0001HOU,Housing GF,5.37,Housing Management/Contract Support,Supplies & Materials,17077,0,61293.79,61293.79
2023,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Personnel Services,22018604,0,18090874.61,18090874.61
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Supplies & Materials,51616911,474028.68,54754829.13,55228857.81
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.05,Capital and Implementation Program,Supplies & Materials,176493.06,534,161463.77,161997.77
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.05,Applicant Processing - Civilian,Personnel Services,768277,0,624657.02,624657.02
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,Contractual & Other Services,23143856,6920959.75,15109214.8,22030174.55
2022,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Capital Outlay,0,0,65704.72,65704.72
2022,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Supplies & Materials,201464,0,218424.41,218424.41
2023,OTHO,Other Operating Fund,0195ORM,Office of Risk Management,5.P,Risk Management Services,Personnel Services,4949635,0,4007532.9,4007532.9
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.33,Private Development Records and Archival Library,Supplies & Materials,9603,0,15176.23,15176.23
2023,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.75,Zoning,Reimbursements,-2125574,0,-1071381.79,-1071381.79
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Supplies & Materials,2453713,672.07,3086575.3,3087247.37
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,Personnel Services,10449285,0,8526556.58,8526556.58
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Personnel Services,22735775,0,21762921.62,21762921.62
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Transfers Out,27241962,0,27241962,27241962
2023,GNFD,General Fund,0001PER,Human Resources GF,5.38,"EDDI (Engagement, Development, Diverse, Inclusion)",Personnel Services,822849,0,547128.44,547128.44
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.65,City Attorneys Office - Administrative Support,Contractual & Other Services,529193,52276.93,363489.68,415766.61
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Supplies & Materials,17039854,12039744.47,9762443.43,21802187.9
2023,GNFD,General Fund,0001PER,Human Resources GF,5.38,"EDDI (Engagement, Development, Diverse, Inclusion)",Contractual & Other Services,408061,0,851940.72,851940.72
2023,INSV,Internal Service Fund,0294PKR,PKR- Office of the Bond Program,5.60,Office of the Bond Program,Supplies & Materials,222341,26360.67,25788.83,52149.5
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Personnel Services,10758535,0,9883656.22,9883656.22
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.29,Office of Special Events,Contractual & Other Services,193794,2215,267200.26,269415.26
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,3.15,Illegal Dump Team - Criminal Investigations and Arrests,Contractual & Other Services,48379,71198.45,24707.17,95905.62
2023,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Contractual & Other Services,724393,78.17,123801.31,123879.48
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.45,Subdivision Plat Review,Supplies & Materials,6369,0,5726.96,5726.96
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Reimbursements,0,0,0,0
2023,GNFD,General Fund,0001PBW,Public Works GF,9.99,Department Support,Contractual & Other Services,72459,401.85,89885.11,90286.96
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Personnel Services,4910630,0,3594701.96,3594701.96
2022,GNFD,General Fund,0001DPD,Police Department GF,1.27,Police Investigations of Narcotics Related Crimes,Reimbursements,-320000,0,-222654.59,-222654.59
2022,GNFD,General Fund,0001CSC,Mgmt Services - 311 Customer Service Center,5.01,311 Customer Service Center,Supplies & Materials,25039,0,38098.44,38098.44
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.19,Municipal Prosecution,Supplies & Materials,18250,512.2,21260.07,21772.27
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.22,GIS Mapping for Private Development,Contractual & Other Services,572891,0,11571.79,11571.79
2023,GNFD,General Fund,0001SBC,MGT - Small Business Center,5.11,Business Inclusion & Development Compliance Monitoring,Supplies & Materials,96926,4830.48,30389.8,35220.28
2023,GNFD,General Fund,0001TRN,Transportation GF,2.27,Administration and Interagency Management,Contractual & Other Services,1543209,38552.94,1229691.89,1268244.83
2022,GNFD,General Fund,0001DPD,Police Department GF,1.21,Police Administrative Support,Supplies & Materials,2318914,0,2792509.88,2792509.88
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.36,School Crossing Guard Program,Supplies & Materials,0,0,664.28,664.28
2022,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Supplies & Materials,688414,0,992372.43,992372.43
2023,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Personnel Services,41060270,0,39125850.68,39125850.68
2023,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,Contractual & Other Services,132909,0,97182.06,97182.06
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.16,City Council Support,Supplies & Materials,6494,146.58,2796.45,2943.03
2023,INSV,Internal Service Fund,0294MGT,Mgmt Services - Office of the Bond Program,5.60,Office of the Bond Program,Reimbursements,0,0,-12533.73,-12533.73
2023,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,8.88,Debt Service,Contractual & Other Services,32846729,0,32702738.51,32702738.51
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Supplies & Materials,5819909.56,9660.44,7425630.73,7435291.17
2023,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,8.88,Debt Service,Debt Svc-Principal,215815000,0,169645000,169645000
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,Reimbursements,-250000,0,-311050,-311050
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.01,Aquatic Services,Personnel Services,4330292,0,4905302.06,4905302.06
2023,GNFD,General Fund,0001DPD,Police Department GF,1.21,Police Administrative Support,Personnel Services,12030719,0,11646627.78,11646627.78
2022,GNFD,General Fund,0001SBC,MGT - Small Business Center,5.11,Business Inclusion & Development Compliance Monitoring,Contractual & Other Services,771668,208941.66,137036.38,345978.04
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.10,"Planning, Design, Construction & EMS and Environ Compliance",Supplies & Materials,51976,0,19887.54,19887.54
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Capital Outlay,5093747,2970824.09,3454202.51,6425026.6
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Supplies & Materials,37787,227.12,24344.38,24571.5
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.13,Economic Development Major Projects & Other Programs,Supplies & Materials,0,224.99,34,258.99
2023,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Supplies & Materials,1883321,83085.47,927318.1,1010403.57
2022,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.G,Disposal of Surplus and Police Unclaimed Property,Contractual & Other Services,297963,0,284790.28,284790.28
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Personnel Services,4672324,0,3410094.22,3410094.22
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.58,Open Records,Personnel Services,415477,0,347467.35,347467.35
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.32,Financial Reporting,Capital Outlay,0,0,9231.83,9231.83
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,Contractual & Other Services,584847,204870.22,643173.38,848043.6
2023,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.05,Capital and Implementation Program,Contractual & Other Services,1558840,35704.93,1328849.87,1364554.8
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.Q,Strategic Technology Management,Contractual & Other Services,9016249,69624.27,8213170.18,8282794.45
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.15,City Agenda Process,Contractual & Other Services,30604,0,308,308
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,Contractual & Other Services,771984,0,1879640.32,1879640.32
2023,INSV,Internal Service Fund,0260PER,HR Health Risk Funds,5.39,HR Consulting (HRP/Investigations),Contractual & Other Services,0,159511.67,133475138.51,133634650.18
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.35,Flowerdale Ln and Catamore Ln - Dundee Dr to Royal Chapel Dr,Personnel Services,4338656,0,3723205.17,3723205.17
2023,GNFD,General Fund,0001OPO,Office of Police Oversight,5.64,Office of Police Oversight,Contractual & Other Services,101903,5732.92,54396.7,60129.62
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,Contractual & Other Services,178920,0,108843.88,108843.88
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Contractual & Other Services,70993523,7782043.87,47325221.56,55107265.43
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.07,Archives,Supplies & Materials,1250,0,898.17,898.17
2022,GNFD,General Fund,0001PBW,Public Works GF,2.41,Street Cut and Right-of-Way Management (Cut Control),Contractual & Other Services,158088,0,170148.49,170148.49
2023,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Capital Outlay,3174447,338784.57,2008437.46,2347222.03
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.21,Storm Drainage Management Fund,Contractual & Other Services,26541604,137058.6,16235018.64,16372077.24
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Reimbursements,-287000,0,-131923.54,-131923.54
2023,GNFD,General Fund,0001ECO,Economic Development GF,9.99,Department Support,Supplies & Materials,17230,1677.64,7790.04,9467.68
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Personnel Services,2440390,0,1492094.09,1492094.09
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Contractual & Other Services,25054936,5782806.96,11504452.95,17287259.91
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.O,Public Safety Technology Support,Supplies & Materials,10000,27910.77,20696.78,48607.55
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Transfers Out,1446680,0,1451415.91,1451415.91
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.01,Catalytic Development,Supplies & Materials,9542,427.5,1315.55,1743.05
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.19,Citywide Capital and Operating Budget Dev and Monitoring,Contractual & Other Services,252580,0,354494.44,354494.44
2022,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.19,Floodway Operations,Capital Outlay,14902.2,76904.79,123285.49,200190.28
2022,GNFD,General Fund,0001PBW,Public Works GF,2.44,Street Repair Division - Concrete,Contractual & Other Services,5367179.36,0,5080156.9,5080156.9
2023,GNFD,General Fund,0001SBC,MGT - Small Business Center,5.11,Business Inclusion & Development Compliance Monitoring,Personnel Services,1974951,0,1374644.37,1374644.37
2023,GNFD,General Fund,0001IPS,MGT- Office of Integrated Public Safety Solutions,5.66,Office of Integrated Public Safety Solutions,Contractual & Other Services,2797605.46,306284.48,645846.87,952131.35
2023,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.J,Administrative/HRIS,Transfers Out,61683,0,58117.08,58117.08
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.28,EMS Compliance Program,Personnel Services,121809,0,90626.83,90626.83
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,Contractual & Other Services,1152245,221375,1828356.81,2049731.81
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,,NONE,Contractual & Other Services,0,337000,122487.15,459487.15
2023,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,Personnel Services,3914943,0,3095756.61,3095756.61
2023,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Reimbursements,-2017548,0,-1881848.83,-1881848.83
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.28,Police Legal Liaison,Supplies & Materials,0,0,624.48,624.48
2023,GNFD,General Fund,0001PBW,Public Works GF,2.31,Pavement Management,Supplies & Materials,2907,1364.69,8104.08,9468.77
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,Personnel Services,566599,0,348341.4,348341.4
2022,GNFD,General Fund,0001POM,Business Development & Procurement GF,5.49,Purchasing/Contract Management,Contractual & Other Services,420559,46,458034.49,458080.49
2023,GNFD,General Fund,0001HOU,Housing GF,2.67,New Development,Supplies & Materials,31131,0,857.28,857.28
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.07,Community Prosecution,Contractual & Other Services,70326,0,22306.11,22306.11
2023,GNFD,General Fund,0001PBW,Public Works GF,2.41,Street Cut and Right-of-Way Management (Cut Control),Contractual & Other Services,231841,538.43,79287.29,79825.72
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.07,Community Prosecution,Supplies & Materials,6750,624,13620.52,14244.52
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Contractual & Other Services,64765806.8,387169.37,63203481.25,63590650.62
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.58,Open Records,Contractual & Other Services,129849,100,121105.17,121205.17
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.50,Records Management,Personnel Services,313255,0,284307.66,284307.66
2023,GNFD,General Fund,0001DPD,Police Department GF,1.30,Police Recruiting and Personnel Service,Supplies & Materials,167358,44888.07,117642.13,162530.2
2022,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.21,Storm Drainage Management Fund,Transfers Out,21096604,0,21579604.34,21579604.34
2023,CVID,COVID-19,FC18OCC,OCC-Local Fiscal Recovery Funds,3.08,Community/Senior Services,Personnel Services,0,0,327.15,327.15
2022,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Supplies & Materials,1900503,22501.63,1876002.81,1898504.44
2022,GNFD,General Fund,0001LIB,Library GF,4.06,Library Materials & Collection Management,Reimbursements,0,0,-24486.39,-24486.39
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,3.15,Illegal Dump Team - Criminal Investigations and Arrests,Contractual & Other Services,48379,0,82303.41,82303.41
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,,NONE,Reimbursements,0,0,-143804.02,-143804.02
2023,GNFD,General Fund,0001BSD,Building Services,3.11,Custodial Maintenance,Reimbursements,-195000,0,-185909.99,-185909.99
2023,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Contractual & Other Services,12961339,375105.74,9473317.92,9848423.66
2023,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Contractual & Other Services,7516325,151953.5,4923376.71,5075330.21
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.01,Adjudication Office,Supplies & Materials,3700,0,2445.62,2445.62
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Transfers Out,3348286.2,0,1397674.03,1397674.03
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,Personnel Services,13690811,0,13428566.98,13428566.98
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.20,Residential Refuse Collection,Transfers Out,3658820,0,3000977.73,3000977.73
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.46,Non-Departmental,Contractual & Other Services,0,0,57.64,57.64
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,Supplies & Materials,893165,6930.49,630968.24,637898.73
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Supplies & Materials,55212,0,5505.72,5505.72
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Supplies & Materials,4142348,149,4307063.51,4307212.51
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Transfers Out,2407036,0,2417758.77,2417758.77
2022,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Contractual & Other Services,5032600,244661.36,4284499.68,4529161.04
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.58,Open Records,Contractual & Other Services,122741,0,120676.63,120676.63
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.57,Welcoming Communities & Immigrant Affairs,Contractual & Other Services,127000,190,13580.33,13770.33
2023,GNFD,General Fund,0001PBW,Public Works GF,2.57,Street Forestry Division,Personnel Services,409814,0,598033.95,598033.95
2023,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.14,Environmental Quality,Contractual & Other Services,6824232,1072444.34,2514486.36,3586930.7
2023,GNFD,General Fund,0001CTJ,Judiciary GF,1.18,Municipal Judges/Cases Docketed,Contractual & Other Services,541196,26269.07,610863.98,637133.05
2023,GNFD,General Fund,0001OCC,Office of Community Care,3.08,Community/Senior Services,Supplies & Materials,212311,68347.92,98575.02,166922.94
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.D,City Fleet Asset Management,Personnel Services,1253908,0,953124.84,953124.84
2023,GNFD,General Fund,0001TRN,Transportation GF,2.48,Traffic Safety and Congestion Management,Capital Outlay,221206,0,0,0
2023,GNFD,General Fund,0001OFS,Non-Departmental,5.46,Non-Departmental,Contractual & Other Services,22153332,446668,11973169.7,12419837.7
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Supplies & Materials,9555304,56488.62,9653957.33,9710445.95
2022,GNFD,General Fund,0001AUD,City Auditor's Office GF,5.08,"Audits, Attestations and Investigations",Contractual & Other Services,687733,270162.41,420421.26,690583.67
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.52,Water Capital Funding,Contractual & Other Services,15078561,0,153566.75,153566.75
2023,GNFD,General Fund,0001DPD,Police Department GF,1.23,Police Criminal Investigations,Supplies & Materials,575203,28053.13,532822.08,560875.21
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Reimbursements,-684000,0,-359666.7,-359666.7
2022,GNFD,General Fund,0001MCC,Mayor and City Council GF,5.03,Administrative Support for the Mayor and City Council,Reimbursements,0,0,-85039.8,-85039.8
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Contractual & Other Services,2285680,157155.06,1619307.16,1776462.22
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.10,"Planning, Design, Construction & EMS and Environ Compliance",Supplies & Materials,12017,7694.28,8987.98,16682.26
2023,GNFD,General Fund,0001ELE,Elections,5.27,Elections,Personnel Services,111699,0,103020.66,103020.66
2023,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Contractual & Other Services,3040879,492346.3,3262106.64,3754452.94
2023,GNFD,General Fund,0001DPD,Police Department GF,1.30,Police Recruiting and Personnel Service,Personnel Services,9101346,0,7469809.44,7469809.44
2023,GNFD,General Fund,0001DBI,General Fund DBI,1.38,GIS,Personnel Services,1062356,0,738680.15,738680.15
2023,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Capital Outlay,367211.04,0,0,0
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.34,General Counsel,Personnel Services,4559351,0,4484531.9,4484531.9
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.33,Special Operations,Reimbursements,-6688510,0,-4706712.74,-4706712.74
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,Debt Svc-Interest On Bonds,0,0,2451.35,2451.35
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.18,Neighborhood Nuisance Abatement,Contractual & Other Services,2620924,314226.86,1460513.85,1774740.71
2023,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Personnel Services,879994,0,850305.6,850305.6
2022,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Contractual & Other Services,636897,0,655063.99,655063.99
2023,GNFD,General Fund,0001DPD,Police Department GF,9.99,Department Support,Contractual & Other Services,770578,29730.27,826004.58,855734.85
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.57,Welcoming Communities & Immigrant Affairs,Personnel Services,673527,0,588663.77,588663.77
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.50,Records Management,Capital Outlay,0,0,12050,12050
2022,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Contractual & Other Services,3973757,741.6,4602676.74,4603418.34
2022,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Contractual & Other Services,765405,0,662341.29,662341.29
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Supplies & Materials,1733377,28264.09,1507876.3,1536140.39
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.01,Catalytic Development,Personnel Services,1648923,0,1299233,1299233
2023,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.02,City-Owned Cultural Venues,Supplies & Materials,2690893,323730.33,1276554.38,1600284.71
2023,GNFD,General Fund,0001BSD,Building Services,9.99,Department Support,Contractual & Other Services,1599437,23067.39,1287319.25,1310386.64
2022,GNFD,General Fund,0001PBW,Public Works GF,2.38,Rights-of-Way Maintenance Contracts and Inspections Group,Contractual & Other Services,1862684,0,1758509.97,1758509.97
2022,GNFD,General Fund,0001PBW,Public Works GF,2.41,Street Cut and Right-of-Way Management (Cut Control),Supplies & Materials,39007,0,37503.96,37503.96
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.35,Flowerdale Ln and Catamore Ln - Dundee Dr to Royal Chapel Dr,Reimbursements,-1270379,0,-1167383.62,-1167383.62
2023,GNFD,General Fund,0001TRN,Transportation GF,2.60,Parking Management and Enforcement,Personnel Services,4444551.61,0,3063263.74,3063263.74
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.N,Internal Telephone and Data Communication,Contractual & Other Services,19815267,5607972.95,14364947.31,19972920.26
2023,GNFD,General Fund,0001ELE,Elections,5.27,Elections,Contractual & Other Services,2086098,24690.59,1705916.3,1730606.89
2022,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Contractual & Other Services,39031,0,53108.67,53108.67
2023,GNFD,General Fund,0001IPS,MGT- Office of Integrated Public Safety Solutions,5.66,Office of Integrated Public Safety Solutions,Personnel Services,2492892,0,1823451.55,1823451.55
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,2.37,Resiliency Office,Contractual & Other Services,39750,40.18,25387.31,25427.49
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,Capital Outlay,60000,138062.8,36143.18,174205.98
2022,GNFD,General Fund,0001PER,Human Resources GF,5.39,HR Consulting (HRP/Investigations),Contractual & Other Services,863197,9072,428901,437973
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,3.15,Illegal Dump Team - Criminal Investigations and Arrests,Personnel Services,875946,0,456227.66,456227.66
2022,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.29,Office of Special Events,Contractual & Other Services,115243,0,94208.68,94208.68
2023,GNFD,General Fund,0001CTJ,Judiciary GF,1.18,Municipal Judges/Cases Docketed,Personnel Services,2204534,0,2073962.23,2073962.23
2023,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.J,Administrative/HRIS,Contractual & Other Services,951424,3765.44,513521.99,517287.43
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Transfers Out,33002,0,164803.53,164803.53
2023,GNFD,General Fund,0001OCC,Office of Community Care,3.08,Community/Senior Services,Reimbursements,-348300,0,-154406.06,-154406.06
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Contractual & Other Services,4235255,4812.14,3690702.75,3695514.89
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Contractual & Other Services,10096725,100475.2,7720198.68,7820673.88
2022,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Contractual & Other Services,7153015.64,0,7583849.16,7583849.16
2023,GNFD,General Fund,0001DPD,Police Department GF,1.23,Police Criminal Investigations,Personnel Services,74295710,0,66174772.81,66174772.81
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Contractual & Other Services,1109415,33850.95,356765.72,390616.67
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.36,Grant Administration,Supplies & Materials,4089,159.05,2102.04,2261.09
2022,GNFD,General Fund,0001PNV,Planning and Urban Design GF,9.99,Department Support,Contractual & Other Services,514432,0,360628.18,360628.18
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Supplies & Materials,265392,4656.16,701657.26,706313.42
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Capital Outlay,3360627,2838927.58,4679587.31,7518514.89
